header,link,title,datetime,place,subtitle,data_from,data_updated,corpus,sentimento
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/30/sao-joao-do-maranhao-confira-a-programacao-dos-arraiais-neste-sexta-30-em-sao-luis.ghtml,"São João do Maranhão: confira a programação dos arraiais nesta sexta (30), em São Luís",Há 1 ano,São João no Maranhão,O g1 Maranhão reuniu a programação de todos os arraiais abertos ao público.,Por g1 MA— São Luís,30/06/2023 09h53,junho acabando joão maranhão ainda vasta programação arraiais neste dia 30 luís várias atrações cultura popular maranhense show animar público og1 maranhãoreuniu programação confira arraial cidade praça maria aragão arraial ipem festança marçal joão paulo maiobão praça família praça senhora luz paço lumiar sede joão 2023 veja programação foto divulgaçãoprefeitura luís compartilhe whatsapp compartilhe telegram 18h lelê simão 19h thai moreno 20h caroço tremembés 21h bumba boi simão 22h felipe amorim 17h30 esplendor português 18h dança boiadeiro chapéu ouro 19h despertar tradicional 20h bumba boi pérola lençóis 21h bumba boi zabumba guimarães 22h iara costa 23h bumba boi brilho terra 0h bumba boi brilho ilha 1h bumba boi novilho branco 7h 23h 20 grupos bumba boi 19h quadrilha fogueira viva 20h bumba boi pirilampo 21h dança cigana coração cigano 22h quadrilha explode coração 23h dança cigana henrique lobão 0h bumba boi peri cima 1h banda skema play boy 19h tambor crioula graça benedito 20h bumba boi brilho juventude 21h bumba boi upaonaçu 22h cia encantar 23h bumba boi peri cima 0h bruno rodrigues,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/30/ecoando-matracas-e-pandeiroes-grupos-de-bumba-meu-boi-se-reunem-na-tradicional-festa-de-sao-marcal-em-sao-luis.ghtml,"Ecoando matracas e pandeirões, grupos de bumba meu boi se reúnem na tradicional Festa de São Marçal, em São Luís",Há 1 ano,São João no Maranhão,"Boi Riso da Mocidade, do município de Timon, foi o responsável por abrir a festança.",Por g1 MA— São Luís,30/06/2023 08h11,90 ano história tradicional festa marçal ecoa matracas pandeirões avenida lev nome santo bairro joão paulo emsão luís desde primeiras horas desta sextafeira 30 dia marçal grupos bumba boi sotaque matraca desfilam festejo boi riso mocidade município timon responsável abrir festa marçal 25 grupos bumba boi sotaque matraca luís 22 estarão evento festa conta estrutura doi palcos sendo exclusivo pessoas idosas encerramento festejo marçal marcado 23h nesta quintafeira 29a secretaria municipal trânsito transportes smtt vai realizar intervenções trânsito durante festa marçal realizada sexta 30 praça marçal bairro joão paulo luís segundo smtt intervenções começam partir 22h desta quinta seguem 23h59 sextafeira uso cavaletes condões cone similares apoio orientação agentes trânsito locais estratégicos ações vão incluir avenidas locais referência interdições incluem ruas transversais dessas avenidas vão ocorrer seguinte forma acessos veículos militares bombeiros polícia serviços públicos essenciais ambulância acesso livre precisam atender orientações agentes mesma recomendação vale moradores área interditada devidamente identificados veículos carga descarga acesso locais interditados permitido 22h desta quintafeira 29 normalizando partir final evento ônibus sistema transporte coletivo luís circulam joão paulo itinerários modificados acordo desvios programados fim festividades avenida marçal alterações trânsito boi panaquatira festa marçal foto paulo soaresgrupo mirante boi riso mocidade festa marçal foto paulo soaresgrupo mirante compartilhe whatsapp compartilhe telegram avenidas marçal próximo feira joão paulo getúlio vargas próximo curso wellington kennedy próximo colégio gonçalves dia condutores deslocam sentido bairrocentro avenida marçal smtt informa trânsito desviado acessando bairro jordoa rua frei caneca acessando rua 05 janeiro elevado alcione nazaré seguindo avenida franceses destino centro cidade condutores seguem sentido centrobairro avenida kennedy fluxo desviado rua armando vieira silva frente colégio gonçalves dia seguindo direção avenida getúlio vargas onde haverá interdição próximo curso wellington sendo assim condutores deverão trafegar avenida franceses,neutra
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/29/confira-a-programacao-da-tradicional-festa-de-sao-marcal-em-sao-luis.ghtml,"Confira a programação da tradicional Festa de São Marçal, em São Luís",Há 1 ano,São João no Maranhão,"Dos 25 grupos de bumba meu boi de sotaque de matraca de São Luís, 22 confirmaram presença no evento, segundo o coordenador geral do evento.",Por g1 MA e TV Mirante— São Luís,29/06/2023 10h55,preparativos tradicional festa marçal marca encontro grupos bumba boi sotaque matraca começaram manhã desta quintafeira 29 avenida lev nome santo bairro joão paulo emsão luís segundo carlos andré coordenador geral evento festa marçal começará 7h desta sextafeira 30 encerramento marcado 23h grupo bumba boi fará abertura desfile sítio apicum bois vão chegando durante madrugada estacionando carros som próximo rotatória partir 7h manhã hora gente combinou governo estado fazer ligação som começam desfiles 23h gente encerra pedido polícia militar acertamos primeiro boi vai fazer abertura vai sítio apicum 7h ponto partir daí outros bois vão fazendo desfile explicou carlos andré entrevista bom dia mirante 25 grupos bumba boi sotaque matraca luís 22 confirmaram presença evento segundo coordenador geral evento estrutura palco sendo montada brincantes vão distribuir longo avenida marçal espaço exclusivo idosos palco principal chegar trio elétrico carro som cantador desce vem pra cá palco fazer restante festa disse carlos andré nesta quintafeira 29a secretaria municipal trânsito transportes smtt vai realizar intervenções trânsito durante festa marçal realizada sexta 30 praça marçal bairro joão paulo luís segundo smtt intervenções começam partir 22h desta quinta seguem 23h59 sextafeira uso cavaletes condões cone similares apoio orientação agentes trânsito locais estratégicos ações vão incluir avenidas locais referência interdições incluem ruas transversais dessas avenidas vão ocorrer seguinte forma acessos veículos militares bombeiros polícia serviços públicos essenciais ambulância acesso livre precisam atender orientações agentes mesma recomendação vale moradores área interditada devidamente identificados veículos carga descarga acesso locais interditados permitido 22h desta quintafeira 29 normalizando partir final evento ônibus sistema transporte coletivo luís circulam joão paulo itinerários modificados acordo desvios programados fim festividades avenida marçal alterações trânsito festejos marçal acontecem todos ano joão paulo foto paulo soareso estado dia marçal vai reunir grupos bumba boi matraca compartilhe whatsapp compartilhe telegram avenidas marçal próximo feira joão paulo getúlio vargas próximo curso wellington kennedy próximo colégio gonçalves dia condutores deslocam sentido bairrocentro avenida marçal smtt informa trânsito desviado acessando bairro jordoa rua frei caneca acessando rua 05 janeiro elevado alcione nazaré seguindo avenida franceses destino centro cidade condutores seguem sentido centrobairro avenida kennedy fluxo desviado rua armando vieira silva frente colégio gonçalves dia seguindo direção avenida getúlio vargas onde haverá interdição próximo curso wellington sendo assim condutores deverão trafegar avenida franceses,neutra
,https://g1.globo.com/ma/maranhao/noticia/2023/06/29/veja-a-programacao-dos-arraiais-nesta-quinta-feira-29-em-sao-luis.ghtml,Veja a programação dos arraiais nesta quinta-feira (29) em São Luís,Há 1 ano,São João no Maranhão,"Programação conta com apresentações de grupos de bumba meu boi, tambor de crioula e shows de artistas regionais. O g1 reuniu todas as informações, confira.",Por g1 MA— São Luís,29/06/2023 10h13,feriado pedro ótima opção curtir fim temporada junina emsão luís nesta quintafeira 29 programação conta muitas apresentações grupos bumba boi tambor crioula show artistas regionais arraial cidade praça maria aragão arraial ipem coroadinho viva alto sebastião veja abaixo programação arraiais luís grupo bumba boi apresentando arraial cidade praça maria aragão luís foto divulgaçãoprefeitura luís compartilhe notícia whatsapp compartilhe notícia telegram 18h tambor crioula arte 19h cacuriá basson 20h grupo gdam 21h gabriel melônio 0h bumba boi sonhos 1h bumba boi maioba 17h30 dança portuguesa filhos lisboa 18h didara 19h bumba boi juçatuba 20h edu godinho 21h cacuriá filhas herdeiras 22h djalma chaves 23h bumba boi morros 0h bumba boi itapera icatu 1h bumba boi tamarineiro 19h caroço tremembés 20h bumba boi novilho branco 21h bumba boi pirilampo 22h luan costa,neutra
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/29/dia-de-sao-pedro-reune-milhares-de-pessoas-no-largo-que-leva-o-nome-do-santo-em-sao-luis-fotos.ghtml,Dia de São Pedro reúne milhares de pessoas no largo que leva o nome do santo em São Luís; FOTOS,Há 1 ano,São João no Maranhão,"Tradicional festa da cultura popular do Maranhão acontece no largo de São Pedro, nesta quinta-feira (29), em São Luís.","Por g1 MA— São Luís, MA",29/06/2023 08h10,dia pedro celebrado nesta quintafeira 29 reúne milhares fiéis turistas apaixonados cultura popular maranhense amanheceram dia prestaram homenagens capela largo lev nome santo bairro madre deus emsão luís tradicional festa faz parte calendário junino maranhão acontece 75 ano durante festança realizado tradicional encontro grupos bumba boi maranhão som toadas prestam homenagens pedem bênçãos pagam promessas santo padroeiro pescadores programação homenagem santo segue durante toda quintafeira og1reuniu galeria fotos alguns momentos festançaveja abaixo capela pedro luís foto divulgaçãogoverno maranhão milhares pessoas marcam presença capela pedro luís foto paulo soaresgrupo mirante brincantes grupos bumba boi amanhecem dia capela pedro foto paulo soaresgrupo mirante detalhes indumentária brincante bumba boi maranhão foto paulo soaresgrupo mirante grupos bumba boi pagam promessa luís foto divulgaçãogoverno maranhão fiéis tentam entrar capela pedro luís foto paulo soaresgrupo mirante capela pedro luís foto divulgaçãogoverno maranhão bois meio multidão celebra dia pedro luís foto paulo soaresgrupo mirante público acompanha apresentações grupos bumba boi presta homenagens pedro foto paulo soaresgrupo mirante membro grupo bumba boi maranhão foto paulo soaresgrupo mirante festança homenagem pedro começou ainda quartafeira 28 foto paulo soaresgrupo mirante fiéis prestam homenagens pedro luís ma foto paulo soaresgrupo mirante dia pedro celebrado luís foto paulo soaresgrupo mirante compartilhe notícia whatsapp compartilhe notícia telegram milhares pessoas amanhecem largo pedro prestam homenagens santo luís,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/29/milhares-de-pessoas-amanhecem-no-largo-de-sao-pedro-e-prestam-suas-homenagens-ao-santo-em-sao-luis.ghtml,Milhares de pessoas amanhecem no largo de São Pedro e prestam suas homenagens ao santo em São Luís,Há 1 ano,São João no Maranhão,"Festança que celebra o santo padroeiro dos pescadores começou ainda na noite de quarta-feira (28) e seguiu pela madrugada. Evento também reúne tradicional encontro de grupos de bumba meu boi, que prestam suas homenagens e pagam suas promessas ao santo.","Por g1 MA e TV Mirante— São Luís, MA",29/06/2023 07h12,tradicional festa homenagem pedro santo padroeiro pescadores reuniu milhares pessoas fiéis brincantes amanheceram quartafeira 29 largo capela pedro bairro madre deus emsão luís durante festança realizado tradicional encontro grupos bumba boi maranhão prestam homenagens pagam promessas santo festa começou ainda quartafeira 28 noite programação reuniu apresentações grupos bumba boi apresentações noite boi pindoba boi maioba boi guimarães boi itapera além apresentações grupos folclóricos maranhenses devem acontecer nesta quintafeira duas procissões religiosas terrestre outra marítima prestam homenagens santo imagem santo prevista sair 11h capela pedro direção rampa campos melo cais praia grande dar início procissão marítima começa 13h30 imagem deve percorrer baía marcos sendo seguida centenas fiéis outras embarcações volta 16h prevista começar procissão terrestre imagem santo deve desembarcar rampa campos melo cais praia grande deve sair avenidas ruas região central capital maranhense programação encerrada missa campal pedro primeiro papa igreja católica apóstolo jesus cristo tendo exercido papel importante história sobre terra sendo citado diferentes passagens bíblia tradição dura 77 ano marco cultura religiosidade maranhenses várias pessoas acenderam vela levaram imagens rezaram ajoelhados tocando fitas barca imagem pedro agradecendo conquistas obtidas recuperação saúde parentes obtenção graças ante chegarem capela pedro vários grupos folclóricos populares maranhão prestam reverência santo parada casa mina localizada rua pantaleão centro luís local único terreiro mina culto religioso matriz africana dia pedro milhares pessoas marcam presença capela pedro luís foto paulo soaresgrupo mirante amanhecer capela pedro luís foto paulo soaresgrupo mirante milhares pessoas festejam pedro luís fiéis prestam homenagens pedro luís ma foto paulo soaresgrupo mirante festança homenagem pedro começou ainda quartafeira 28 foto paulo soaresgrupo mirante compartilhe notícia whatsapp compartilhe notícia telegram feriado pedroveja abre fecha luís,neutra
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/28/cores-protecao-e-devocao-conheca-os-caboclos-e-vaqueiros-de-fitas-personagens-do-bumba-meu-boi-do-ma.ghtml,"Cores, proteção e devoção: conheça os caboclos e vaqueiros de fitas, personagens do bumba meu boi do MA",Há 1 ano,São João no Maranhão,"Com suas indumentárias coloridas, bordadas e cheias de significado, os caboclos ou vaqueiros de fita são personagens importantes no auto do bumba meu boi.","Por Rafaelle Fróes, g1 MA— São Luís",28/06/2023 14h42,auto bumba boi repleto personagens ajudam contar história singular traduzir simbologia festa importantes maranhão meio core ritmos grupos folclóricos destacam caboclos fita vaqueiros fita indumentárias coloridas cheias significado atuam protetores boi personagens podem conhecidos rajados significado além core marcantes indumentárias bailado característico conta passos marcados bem ensaiados essenciais garantir proteção boi aog1 marla silveira pesquisadora programa pósgraduação história universidade federal maranhão ufma explica apresentações caboclos fita posicionados sempre laterais redor boi garantindo proteção animal simbolizam cerca protege gado fazendas indumentárias itens chamam caboclos fitas porque parte vestimenta produzida grandes bordados feitos mão pedrarias coloridas contam bordados representam enredo personagens fauna flora personagens ainda contam grandes chapéus fitas coloridas podem chegar metro comprimento dançarem tablado arraiais terreiros espalhados maranhão mistura core encanta dá toque especial enredo entretanto fitas possuem significado além somente levar core alegria assiste apresentações itens representam gravetos pedaços madeira usados construir cercas onde ficam gado fazendas sendo símbolo proteção durante auto contexto geral auto caboclos fita rajados simbolizam cerca protege boi gado fazenda fitas representando gravetos formando roda círculo redor boi demais personagens dando sentido cercar diferente cercar objeto estrutura proteção feita gravetos proteção pau reforça pesquisadora marla silveira aog1 média chapéus caboclos 400 fitas objetos pesados personagens possuem vestimenta semelhante vaqueiros indumentárias contém calça camisas manga comprida ambas tecidos cetim golas saiotes veludo marla silveira explica algumas diferenças figura caboclo fita relação sotaques bumba boi formato chapéus elemento estético diferencia cada personagem enquanto vaqueiros dançam próximo boi alguns sotaques exemplo zabumba guimarães matraca ilha vaqueiros bailam miolo boi dando vida coreografando bailado boi encenação simboliza tocar gado conduzir proteger ação explica especial joão maranhão ritmo toadas bumba boi pulsa forte peito apaixonado cultura popular maranhense sentimento ainda maior dedica parte rotina participa todos ano brincante missão traduzir meio dança história povo seis ano jornalista matheus freitas 25 ano concilia rotina puxada redator apresentações arraiais todo maranhão noite vestimenta despojada usada durante dia dá lugar indumentária colorida vaqueiro fitas personagem representa boi nina rodrigues grupos tradicionais sotaque orquestra estado aog1 matheus freitas conta ante dançar nina rodrigues chegou participou alguns ano brincante boi icatu cidade natal família explica alguns ano trabalho faculdade focado rotina brincantes grupos bumba boi especial nina rodrigues mudou vida levou volta arraiais maranhão trabalho faculdade ideia mostrar meio reality show rotina participa joão maranhão topei desafio participei temporada junina nina rodrigues 2018 bem puxado corrido amor tanto vaqueiro fita desde então nunca deixei grupo conta rotina puxada trabalho apresentações faltam motivos agradecer matheus freitas maior recompensa ter oportunidade servir expoente cultura maranhense inspirar nova gerações continuarem levar tradições maranhão mundo chapéu fita significados amor cultura meio fitas caboclos fita apresentação maranhão foto divulgaçãoprefeitura luís conheça caboclo fita bumba boi maranhão caboclos fita foto prefeitura luís jornalista matheus freitas representa vaqueiro fita apresentação boi nina rodrigues foto arquivo pessoal jornalista dança desde 2018 boi nina rodrigues foto arquivo pessoal bumba boi manifestação extremamente complexa envolver diferentes elementos linguagens artísticas vaqueiros caboclos fita conhecidos rajados simbolizam proteção boi gado fazenda explica pesquisadora gratificante ver olhares admiração pessoas gente gente chega arraiais conta fitas muitas pessoas pegam puxam forma tentar sentir pouco dessa energia incrível nada importante gente continuar passando cultura geração geração gente consegue sentir olhares encantamento principalmente crianças assim vamos conseguir fazer tradições continuem tempo disse compartilhe notícia whatsapp compartilhe notícia telegram catirina pai francisco conheça história personagens símbolos período junino maranhão conheça vaqueiro principais personagens bumba boi maranhão misticismo irreverência conheça cazumbá personagem mascarado bumba boi maranhão,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/28/arraial-pertinho-de-voce-oferece-show-gratuito-nesta-quarta-feira-28-em-sao-luis.ghtml,"'Arraial Pertinho de Você' oferece show gratuito nesta quarta-feira (28), em São Luís",Há 1 ano,São João no Maranhão,Evento marca o retorno da banda Forrozão Tropykália à capital maranhense após dois anos.,Por g1 MA— São Luís,28/06/2023 09h57,arraial pertinho oferece nesta quartafeira 28 partir 19h show gratuito banda forrozão tropykália festa junina acontece bairro cohama lado batuque brasil emsão luís evento marca retorno grupo capital maranhense após doi ano comandada casal carlinhos gabriel klebia camargo banda forrozão tropykália conhecida hit planeta core fugiu mim onde dá prazer programação arraial pertinho segue dia 2 julho show comidas típicas várias atrações cultura popular maranhense banda forrozão tropykália foto divulgação compartilhe whatsapp compartilhe telegram,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/27/misticismo-e-irreverencia-conheca-o-cazumba-personagem-mascarado-do-bumba-meu-boi-do-maranhao.ghtml,"Misticismo e irreverência: conheça o cazumbá, personagem mascarado do bumba meu boi do Maranhão",Há 1 ano,São João no Maranhão,"Despertando ora medo, ora encantamento, a figura travessa não é homem ou mulher, mas um ser sobrenatural que ritualiza a vida e morte no bumba meu boi.",Por Geisa Almeida*— São Luís,27/06/2023 06h05,máscaras animalescas vestes coloridas sintonia sonoridade chocalho inconfundíveis aspecto irreverente brincalhão cazumba cazumbá personagem mascarado dobumba boi sotaque baixada representam misticismo manifestação cultural maranhense despertando os medo os encantamento figura travessa homem mulher sobrenatural ritualiza vida morte bumba boi aponta elisene matos mestre doutora ciências sociais universidade federal maranhão ufma aspecto místico cazumbá revela chamativa indumentária composta máscara ilustra figura algum animal chamada careta longa túnica feita veludo tecido chita segundo elisene especial joão ma podendo produzida diferentes materiais madeira borracha papelão careta cazumbás acompanhada alguns grupos bumba boi grandes esculturas colocadas topo chamadas torres coroas bata coloridas encantado vez bordadas miçangas paetês canutilhos formam imagens santos igrejas elementos natureza mestre doutora ciências sociais explica desenhos podem representar entidades matriz africana desenhos normalmente caráter figurativo sobretudo religioso imagens santos igreja católica especialmente joão além entidades religiões matriz africana brincantes preferem ter bordado figuras abstratas maioria vezes desenhadas mesmos utilizam tecido veludo exemplo optam quase sempre core vermelho verde preto disse debaixo vestes fardas cesto palha pedaço madeira colocados alargar parte traseira quadril cazumbá atribuindo rebolado típico dança coreografia feita roda ainda acompanhada som campainha chocalho personagem toca durante brincadeira instrumento musical corresponde sino latão geralmente pendurado animais fazendas gado performando giro indumentária colorida cazumbá responsável iniciar apresentação expulsando maus espíritos terreiro ante chegada boi acordo elisene matos durante dança revela lado travesso místico irreverente destacandose demais personagens brincadeira chamando atenção público brincante passagem homem máscara personagem mascarado diferencia demais impõe incute medo exerce domínio sobre vida morte ressurreição boi imagem produz dando giro vestes faz parecer sobrenatural brinca comunica espectadores através dança gestos executa durante apresentação ressalta conforme mestre doutora ciências sociais registros onde surgiu cazumbá bumba boi apesar personagem concentrar principalmente região baixada maranhense alguns municípios litoral norte estado comosão luís aponta alguns artigos pesquisadores antropólogos elaborados ano 1986 2005 atribuem personagem origem africana livro cazumbas pessoas personagens bumbameuboi elisene cita associação feita pesquisador padre bráulio ayres caretas indumentárias cazumbás rituais praticados vodus africanos afirmação feita pesquisador resultado observações comunidades africanas precisamente cidade ouidah região cultural culto vodu estende gana togo benin onde segundo cada vodu possui relação metade humana metade espiritual efeito máscaras africanas possuem semelhança alguns aspectos formato animalesco caretas utilizadas personagem cazumba escreve elisene matos livro apesar cazumbás serem maioria vezes interpretados homens mulheres ficam performance desse personagem cazumbá boi santa fé primeiro ano jornalista valquíria santana contou entrevista aog1que sempre admiração figura mística ante começar interpretála interessante segundo ver encanto público cazumbás entram cena início crianças assustam caretas animalescas logo seguida ficam deslumbradas beleza core cazumbá sempre espécie admiração curiosidade relação cazumbá pensava dia dançar algum grupo bumba boi quero cazumbá extasiante entrar terreiro vestida cazumbá interessante ver reação pessoas cazumbás entram crianças ficam interessadas deslumbradas beleza core caretas cazumbás início ficam medo vão aproximando abraçam querem tocar roupas impossível ficar indiferente cazumbá disse valquíria assim valquíria servidora pública priscilla costa cazumbá madrinhas boi santa fé carrega descreve fascínio figura travessa presença feminina performance personagem costuma surpreender público especial crianças sob supervisão rafael cardoso g1 ma origem cazumbá sempre interpretado homem cazumbá foto aurea costa prestígio cazumbá diferenciado funções específicas dentro ritos foto reproduçãotv mirante conheça cazumbá personagem mascarado bumba boi maranhão cazumbá foto juliana mendes valquíria santana esquerda priscilla costa direita cazumbás foto arquivo pessoal cazumbás foto arquivo pessoal podemos dividir composição visual personagem cazumba seguinte forma máscara túnica chamada careta queixo máscara talhada formato animalesco porco cavalo jacaré cachorro destaca chocalho serve avisar chegada bem complementa demais instrumentos tocados aponta elisene sempre fascínio cazumbá sempre encantamento sobre imaginário sempre quis sonho desejo antigo segundo ano saio cazumbá boi santa fé contou priscilla geral pessoa descobre cazumbá mulher poi maioria brincantes vestidos cazumbá homem fica surpresa dia desses criança mim mãe disse eufórica mãe cazumbá mulher retirei careta menina abriu grande sorriso disse falei falei crianças amam cazumbá disse valquíria santana compartilhe whatsapp compartilhe telegram conheça catirina pai francisco conheça vaqueiro,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/26/conheca-o-vaqueiro-um-dos-principais-personagens-do-bumba-meu-boi-no-maranhao.ghtml,"Conheça o vaqueiro, um dos principais personagens do bumba meu boi no Maranhão",Há 1 ano,São João no Maranhão,"Presente nos arraiais juninos, o personagem é um dos mais queridos e possui vestimentas e estilo de dança únicos.","Por Rafael Cardoso, g1 MA— São Luís",26/06/2023 06h01,personagens belos bumba boi vaqueiro destaque preferência vários brincantes arraiais maranhão presente principalmente nosbois sotaque orquestra atualmente grupos possuem 25 vaqueiros apresentações brincantes ama vaqueiro raul flávio 43 ano metade vivida meio bumba boi conta sempre gostou vaqueiro campeador poi cultura maranhense faz parte vida neste ano 2023 completando 28 ano brincando sentimento sempre renovação cada apresentação contou brincante faz parte corpo baile boi morros história características auto boi contaa história catirina pai francisco vaqueiro homem confiança toma conta bois fazendeiro avisa sumiço boi vai atrás casal especial joão ma apresentações vaqueiro diferencia demais personagens diversas formas vestimentas estilo dança marcada rodopios passos bem curtos ligeiros atualmente diversos grupos vaqueiro participa parceiro boi usando colete chapéu enfeitado fitas longas mãos carrega maracá campeia apresentação sempre assim boi morros chamamos dança característica vaqueiro campear significa sair campo sempre assim passado dança marcada frente trás roupas bois orquestra décadas 80 90 vaqueiros usavam peitoral saiote transição colete década 90 explica raul paixão personagem contam vaqueiros personagem apaixonante tanto normalmente brincante muda personagem passar ano prefere continuar vaqueiro acho nasci vaqueiro vejo outro personagem bom gente esquece problemas sente bem dançando conta serginho naiva vaqueiro 20 ano boi axixá serginho explica diferença existe doi tipos vaqueiro durante apresentações arraiaiso vaqueiro fita campeador campeador dança meio cordão fita ficam margens campeador usa chapéu franjas canutilho enquanto vaqueiro fita usa chapéu fitas compridas inclusão história original auto boi vaqueiro homem porém mulher vaqueira bumba boi deixou tabu tempo boi morros vaqueiras clarissa lobato conta tornar vaqueira aconteceu questão paixão tanto nunca quis índia outras mulheres partir 14 ano comecei dançar boi desde primeiro ano vaqueira porque identificava índia época precisava roupa emprestada roupa ganhei vaqueira admirava daí diante apaixonei personagem afirma clarissa participar cultura bumba boi vai além questões gênero amor tradição passa geração geração campeado faz coração pulsar forte posso afirmar gratificante grupo tão bonito desenvolvendo papel vaqueira participar cultura maranhão sendo personagens auto bumba boi algo deixa feliz realiza vivenciar arte valorizar legado família sempre trabalho dedicado cultura maranhense declara vaqueira orgulho bumba boi maranhão vaqueiro personagens destaque apresentações foto montagemg1 raul flávio brincante bumba boi 28 ano sempre gostou vaqueiro foto arquivo pessoal auto boi vaqueiro toma conta rebanho fazendeiro vai busca novilho desaparecido foto abaetaprefeitura luís vaqueiros caracterizados roupas fitas danças passos curtos rodopios bumba boi maranhão foto abaeta prefeitura luís vaqueiro joão faz parte relação paixão personagem foto abaetaprefeitura luís serginho naiva vaqueiro desde criança boi axixá foto arquivo pessoal bumba boi clarissa lobato escolheu vaqueira orgulho foto arquivo pessoal compartilhe notícia whatsapp compartilhe notícia telegram conheça catirina pai francisco misticismo irreverência conheça cazumbá personagem mascarado bumba boi maranhão core proteção devoção conheça caboclos vaqueiros fitas personagens bumba boi ma brincante invisível conheça miolo responsável dar vida boi grupos bumba boi ma,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2023/06/25/sao-joao-do-maranhao-confira-a-programacao-dos-arraiais-neste-domingo-25-em-sao-luis.ghtml,"São João do Maranhão: confira a programação dos arraiais neste domingo (25), em São Luís",Há 1 ano,São João no Maranhão,O g1 Maranhão reuniu a programação de todos os arraiais abertos ao público.,Por g1 MA— São Luís,25/06/2023 09h58,joão maranhão segue vasta programaçao arraiais luís atrações cultura popular maranhense show artistas locais animar público og1 maranhãoreuniu programação todos arraiais abertos neste domingo 25 confira atrações arraial cidade praça maria aragão arraial ipem arraial santo antônio praça antônio lobo centro festejo pedro madre deus ceprama cidade operária vila palmeira parque juçara praça fé grupo bumba boi apresentando arraial cidade praça maria aragão luís foto divulgaçãoprefeitura luís compartilhe whatsapp compartilhe telegram 19h tambor crioula laborarte 20h boi apae 21h boi leonardo 22h show fernando carvalho 23h boi barrica 0h boi tamarineiro 17h30 tambor crioula mestre basílio 18h dança portuguesa sonhos portugal 19h boi lendas magias 20h mano maia 21h boi upaon açu 22h fernando franco 23h boi sonhos 0h boi axixá 19h bumba boi viana 20h show nosly 21h tambor crioula arte 22h bumba boi pindoba 23h show chico nô 0h bumba boi mimo joão ivar saldanha 19h santa missa 20h coco pirinã 21h grupo crioulá 22h lelê simão 23h bumba encanto ilha 18h dança portuguesa raízes portugal 19h show ronald pinheiro 20h boi encanto serranense 21h chiquinho frança 22h boi novilho branco 23h boi oriente 0h boi simão 18h boizinho incantado 19h boi una 20h boi encanto pinheiro 21h flashback forró 22h cacuriá assa cana 23h banda esfregue dance 0h cia barrica 17h30 tambor crioula arte 18h marajunino 19h boi novilho branco 20h show rosa real 21h cacuriá dona teté 22h fabrícia show 23h boi lua 0h boi maracanã 18h30 tambor crioula vitória benedito 19h quadrilha top sertão 20h boi redenção 21h banda forró vinil 22h quadrilha explosão cheiro 23h boi fé deus 17h grupo xama teatro 17h30 tambor crioula divina salve liberdade 18h cia batuke mará 19h boi valente ilha 20h boi estrela cohab 21h boi famosão humberto campos 22h boi maracanã,positiva
