header,link,title,datetime,place,subtitle,data_from,data_updated,corpus,sentimento
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/19/luan-santana-felipe-amorim-gustavo-mioto-e-toca-do-vale-agitam-bumba-meu-sao-joao-nesta-quarta-feira-19.ghtml,"Luan Santana, Felipe Amorim, Gustavo Mioto e Toca do Vale agitam Bumba Meu São João nesta quarta-feira (19)",Há 5 meses,São João no Maranhão,"O espaço fica localizado na área externa do Estádio Governador João Castelo, o Castelão, em São Luís. As apresentações no espaço vão até sexta-feira (21).",Por g1 MA— São Luís,19/06/2024 11h02,palco bumba joão dará espaço grandes sucessos forró sertanejo nesta quartafeira 19 emsão luíso público poderá desfrutar show completos artistasluan santanagustavo miotofelipe amorimetoca vale clique aqui seguir novo canal g1 maranhão whatsapp espaço fica localizado área externa estádio governador joão castelo castelão luís apresentações espaço vão sextafeira 21 arena montada estacionamento estádio capacidade 70 mil pessoas show entrada gratuita segundo governo estado camarotes único espaço comercializados iniciativa privada objetivo atrair turistas gerar emprego durante temporada junina maranhão 19 junho 21 junho programação espaço bumba joão luan santana felipe amorim gustavo mioto toca vale agitam bumba joão nesta quartafeira 19 foto montagem g1 arraial ipem reúne atrações cultura popular muita diversão alegria joão luan santana gustavo miotto felipe amorim toca vale henrique juliano avine vinny zé cantor,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/17/bois-da-pindoba-da-lua-e-pirilampo-sao-destaques-no-arraial-do-ipem-veja-a-programacao-de-segunda-e-terca.ghtml,"Bois da Pindoba, da Lua e Pirilampo são destaques no Arraial do Ipem; veja a programação de segunda e terça",Há 5 meses,São João no Maranhão,"Arraial do Ipem conta com programação diversificada nesta segunda (17) e na terça-feira (18). Além das apresentações de grupos da cultura popular, o espaço também vai receber shows de artistas regionais. Confira.","Por g1 MA— São Luís, MA",17/06/2024 18h09,engana acha diversão arraiais emsão luísacontece fin semana toda alegria encanto beleza cultura popular presentes joão maranhão programação especial durante semana nesta segunda 17 terçafeira 18 arraial ipem luís conta programação diversificada reúne atrações toda idades gostos destaques três noites festa apresentações bois pindoba lua pirilampo grupos tambores crioula pungar ilha unidos venceremos além disso arraial apresentações artistas regionais dentre bandas baré casco daysa banda show cantora adriana bosaipo exthe voice brasil gosta forró alegria estará garantida programação especial espaço barracão forró segundafeira 17 barracão forró terçafeira 18 barracão forró veja abaixo programação arraial ipem foto divulgação arraial ipem reúne atrações cultura popular muita diversão alegria joão clique aqui seguir novo canal g1 maranhão whatsapp tambor crioula pungar ilha quadrilha princesinha sertão boi encanto ilha daysa banda boi brilho terra show baré casco boi pindoba forró trio pesado forró encaixotado tambor crioula unidos venceremos quadrilha flor vinagreira boi lua ricardo bonfim boi pirilampo adriana bosaipo boi tamarineiro forró mel forró ilha,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/16/grupos-folcloricos-e-muito-forro-atraem-publico-no-primeiro-fim-de-semana-do-arraial-do-ipem-confira.ghtml,Grupos folclóricos e muito forró atraem público no primeiro fim de semana do Arraial do Ipem; confira,Há 5 meses,São João no Maranhão,"Boi Encanto do Olho d’Água, Boi da Maioba e Tambor de Crioula Catarina Mina foram alguns dos grupos que se apresentaram nessa sexta (14) e sábado (15).",Por g1 MA— São Luís,16/06/2024 12h27,programação repleta atrações culturais tradicionais arraial ipem iniciou temporada junina 2024 emsão luís nessa sexta 14 sábado 15 arraial contou apresentações grupos folclóricos artistas maranhenses programação vai dia 14 julho abertura arraial aconteceu nessa sextafeira 14 público oportunidade assistir apresentações gruposboi axixáeboi maioba além apresentação docacuriá balaio rosa primeira noite tambor crioulaestrela luzumas manifestações culturais evidentes maranhão programação incluiu show artistas locais comotutuca vianaeyara costa animaram público músicas tradicionais contemporâneas noite sábado 15 começou apresentação dotambor crioula catarina mina logo seguida vez quadrilhafogueira vivasubir palco ipem quadrilha junina fez homenagem luís destacou elementos tradicionais capital maranhense centro histórico incorporou danças populares tradicionais cacuriá espetáculo deu continuidade festa oboi encanto olho dágua sotaque deorquestra seguido showbumbauê cantorpp júniorque cantou clássicos música maranhense cantoremanuel jesusapresentou show festa pra joão reuniu ritmos clássicos maranhão nordeste além canções autorais chamego bom tesouro leia maisvídeo brincantes boi nina rodrigues compartilham rotina ensaios joão maranhão amor oboi sonhosfez primeira apresentação temperada 2024 grupo existe 29 ano madrinha influenciadora marcinha og fechando noite oboi leonardo sotaque zabumba grupo existe desde 1956 nasceu quilombo urbano liberdade tradicionais maranhão saída oboi leonardofez cortejo ipem atraindo olhares aplausos pontos movimentados arraial ipem barracão forró lá animação forró rolam noite toda casais apaixonados amigo famílias inteiras reúnem pra dançar junto neste sábado gruposforró cris camposforró made in xoteeforró ruicomandaram festança espaço barracão forró veja programação completa deste domingo 16 barracão forró arraial contou apresentações grupos folclóricos artistas maranhenses programação vai dia 14 junho foto divulgaçãogoverno maranhão bumba boi arraial ipem foto adriano soaresgrupo mirante programação incluiu show artistas locais tutuca viana yara costa animaram público músicas tradicionais contemporâneas foto divulgaçãogoverno maranhão programação repleta atrações culturais tradicionais arraial ipem iniciou nesta semana temporada junina 2024 luís foto divulgaçãogoverno maranhão pp júnior boi mestre leonardo boi sonhos marcam segundo dia arraial ipem acho lindo tambor crioula algo gente vê aqui maranhão precisamos prestigiar incentivar nova gerações apropriar dar continuidade manifestação artística popular tão importante disse funcionária pública ana silva hoje estreia boi estreia grupo pajé misto ansiedade nervosismo assim subir ali palco tudo desaparece gente brinca muita alegria diz juninho waladão estreia pajé boi sonhos domingo 16 arraial ipem 17h30 tambor crioula arte 18h dança portuguesa império lisboa 19h boi nina rodrigues 20h banda erick andrade 21h companhia barrica 22h show fernanda furtado 23h boi morros 19h forró bom demais 21h forró xote,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/16/com-shows-de-nattan-denis-dj-e-jonas-esticados-bumba-meu-sao-joao-promete-animar-publico-em-sao-luis.ghtml,"Com shows de Nattan, Denis DJ e Jonas Esticado, Bumba Meu São João promete animar público em São Luís",Há 5 meses,São João no Maranhão,"O arraial, que acontece na área externa do Castelão, vai receber um total de 18 atrações nacionais, além de grupos locais até o dia 21 deste mês.",Por g1 MA— São Luís,16/06/2024 10h26,atrações nacionais nattan denis dj jonas esticados prometem agitar bumba joão noite deste domingo 16 arraial acontece área externa castelão vai receber total 18 atrações nacionais além grupos locais dia 21 deste mês clique aqui seguir novo canal g1 maranhão whatsapp arena montada estacionamento estádio capacidade 70 mil pessoas entrada gratuita segundo governo estado camarotes único espaço comercializados iniciativa privada objetivo atrair turistas gerar emprego durante temporada junina maranhão 16 junho 19 junho 21 junho veja programação completa bumba joão nattan dennis dj jonas esticado foto divulgação redes sociais nattan dennis dj jonas esticado manin vaqueiro luan santana gustavo miotto felipe amorim toca vale henrique juliano avine vinny zé cantor,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/16/erick-andrade-companhia-barrica-e-boi-de-morros-animam-arraial-do-ipem-neste-domingo-16-veja-a-programacao.ghtml,"Erick Andrade, Companhia Barrica e Boi de Morros animam Arraial do Ipem neste domingo (16); veja a programação",Há 5 meses,São João no Maranhão,"Até 14 de julho, grupos folclóricos e artistas maranhenses farão apresentações em quatro espaços montados para garantir a diversão do público.",Por g1 MA— São Luís,16/06/2024 08h59,mistura ritmos grupos folclóricos oarraial ipempreparou programação diversa domingo 16 emsão luíso terceiro dia festança contará apresentação companhia barrica show erick andrade boi morrosveja programação completa abaixo clique aqui seguir novo canal g1 maranhão whatsapp localizado avenida sambaquis bairro calhau arraial conta apresentações grupos bumbameuboi tambor crioula cacuriá dança portuguesa show artistas locais além ter vila gastronômica repleta comidas típicas maranhenses vila gastronômica instalada arraial verdadeiro convite visitantes deliciarem comidas típicas maranhenses pratos procurados arroz cuxá vatapá mingau milho doces regionais garantindo experiência culinária única inesquecível 14 julho atrações apresentam palcos principal alternativo barracão forró além programação especial público infantil todo local espaços instagramáveis área acessibilidade área específica soltura bombinhas barraca tiro além disso distribuídos 70 pontos alimentação bebidas barracão forró gastronomia espaço veja programação completa domingo 16 arraial ipem erick andrade companhia barrica boi morros animam arraial ipem neste domingo 16 foto reproduçãomontagem g1 arraial ipem luís prepara segundo dia arraial foto divulgaçãogoverno maranhão 17h30 tambor crioula arte 18h dança portuguesa império lisboa 19h boi nina rodrigues 20h banda erick andrade 21h companhia barrica 22h show fernanda furtado 23h boi morros 19h forró bom demais 21h forró xote,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/15/boi-de-santa-fe-realiza-tradicional-ritual-de-batismo-neste-sabado-15.ghtml,Boi de Santa Fé realiza tradicional ritual de batismo neste sábado (15),Há 5 meses,São João no Maranhão,"O evento de batismo, aberto ao público, oferecerá uma amostra das novidades, incluindo novos passos, instrumentos, indumentárias e personagens tradicionais do sotaque da Baixada Maranhense que animarão o São João.",Por g1 MA— São Luís,15/06/2024 10h14,grupo bumba boiunidos santa fé realiza neste sábado 15 tradicional ritual batismo temporada junina 2024com 36 ano fundação grupo destaca sotaque baixada promete temporada repleta novidades surpresas público marcar nova fase unidos santa fé apresentou novaidentidade visual além lançar primeira linha produtos oficiais segundo grupo iniciativa objetivo contribuir custos permitir admiradores possam adquirir lembranças produtos disponíveis copos bonés ecobags tão aguardada camisa temporada usada todos brincantes durante festividades juninas outra grande surpresa desta temporada novo couro boi queeste ano homenageia floresta amazônica toda fauna flora veja tambémvídeo brincantes boi nina rodrigues compartilham rotina ensaios joão maranhão amor evento batismo acontecerá nasede boi santa fé 2ª travessa djard ramos martin nº 5 bairro fátima 19h aberto público oferecerá amostra novidades incluindo novos passos instrumentos indumentárias personagens tradicionais sotaque baixada maranhense animarão joão grupo bumba boi maranhão unidos santa fé realiza neste sábado 15 tradicional ritual batismo temporada junina 2024 foto aristofanes corrêa boi santa fé apresentará público novos passos foto reprodução ruy barros banquinho jm1 conheça história cantador zé olhinho boi santa fé,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/15/com-shows-de-ze-vaqueiro-matheus-e-kauan-e-matheus-fernandes-bumba-meu-sao-joao-promete-animar-publico-em-sao-luis.ghtml,"Com shows de Zé Vaqueiro, Matheus e Kauan e Matheus Fernandes, Bumba Meu São João promete animar público em São Luís",Há 5 meses,São João no Maranhão,"O arraial, que acontece na área externa do Castelão, vai receber um total de 18 atrações nacionais, além de grupos locais até o dia 21 deste mês.",Por g1 MA— São Luís,15/06/2024 09h27,atrações nacionaiszé vaqueiromatheus kauanematheus fernandesprometem agitar bumba joão noite deste sábado 15 arraial acontece área externa castelão vai receber total de18 atrações nacionais além grupos locais dia 21 deste mês arena montada estacionamento estádio capacidade 70 mil pessoas entrada gratuita segundo governo estado camarotes único espaço comercializados iniciativa privada objetivo atrair turistas gerar emprego durante temporada junina maranhão veja programação completa bumba joão 13 junho 14 junho 15 junho 16 junho 19 junho 21 junho show zé vaqueiro matheus kauan matheus fernandes bumba joão promete animar público luís foto divulgaçãomontagem g1 arena montada estacionamento estádio capacidade 70 mil pessoas entrada gratuita foto divulgaçãogoverno maranhão leonardo xand avião diego facó mari fernandez calcinha preta mc daniel matheus fernandes mattheus kauan zé vaqueiro nattan dennis dj jonas esticado manin vaqueiro luan santana gustavo miotto felipe amorim toca vale henrique juliano avine vinny zé cantor,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/15/pp-junior-boi-do-mestre-leonardo-e-boi-de-sonhos-marcam-segundo-dia-do-arraial-do-ipem-veja-a-programacao.ghtml,"PP Júnior, Boi do Mestre Leonardo e Boi de Sonhos marcam segundo dia do Arraial do Ipem; veja a programação",Há 5 meses,São João no Maranhão,"Até 14 de julho, grupos folclóricos e artistas maranhenses farão apresentações em quatro espaços montados para garantir a diversão do público.",Por g1 MA— São Luís,15/06/2024 08h45,tradicionais arraiais joão maranhão oarraial ipem prepara primeiro fim semana festa inicia neste sábado 15até 14 julho grupos folclóricos artistas maranhenses farão apresentações quatro espaços montados garantir diversão público localizado avenida sambaquis bairro calhau arraial conta apresentações grupos bumbameuboi tambor crioula cacuriá dança portuguesa show artistas locais além ter vila gastronômica repleta comidas típicas maranhenses vila gastronômica instalada arraial verdadeiro convite visitantes deliciarem comidas típicas maranhenses pratos procurados arroz cuxá vatapá mingau milho doces regionais garantindo experiência culinária única inesquecível 14 julho atrações apresentam palcos principal alternativo barracão forró além programação especial público infantil todo local espaços instagramáveis área acessibilidade área específica soltura bombinhas barraca tiro além disso distribuídos 70 pontos alimentação bebidas gastronomia espaço veja programação doi dia sábado 15 arraial ipem barracão forró brincante invisível conheça miolo responsável dar vida boi grupos bumba boi foto divulgaçãowesley ramos arraial ipem luís prepara segundo dia arraial foto divulgaçãogoverno maranhão 17h30 tambor crioula catarina mira 18h quadrilha fogueira viva 19h boi encanto olho dágua 20h show pp júnior 21h boi lendas magias 22h show emanuel jesus 23h boi sonhos 0h boi mestre leonardo 19h forró cris campos 21h forró made in xote 23h forró rui,neutra
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/14/video-brincantes-do-boi-de-nina-rodrigues-compartilham-a-rotina-de-ensaios-e-falam-sobre-os-desafios-para-o-sao-joao-do-maranhao.ghtml,VÍDEO: Brincantes do Boi de Nina Rodrigues compartilham a rotina de ensaios para o São João do Maranhão: 'Muito amor',Há 5 meses,São João no Maranhão,"Ao g1, os brincantes Matheus Freitas e Layane Souza, compartilharam um pouco da rotina de ensaios e preparação para a temporada junina. Boi de Nina Rodrigues foi batizado na quinta-feira (13).","Por g1 MA— São Luís, MA",14/06/2024 16h50,temporada junina começou maranhão trás todo brilho beleza alegria brincantes manifestações culturais muita preparação ensaios renúncia tudo nutrir amor sentem joão maranhão clique aqui inscrever canal g1 ma whatsapp durante duas semanas og1 maranhãoacompanhou rotina preparação conversou doi brincantes boi nina rodrigues sotaque orquestra grupos culturais conhecidos maranhão registrou alguns vídeos pouco dia dia jornalista matheus freitas 26 ano sempre trajetória vida ligada cultura maranhão aog1 conta durante infância adolescência chegou participar outros grupos boi emsão luíse interior maranhão entrar boi nina rodrigues sempre apaixonado cultura maranhão média 6 7 ano dançava boi avó bairro anjo guarda dei pausa porque boi acabou dancei boi matraca icatu cidade avós agora seis ano nina rodrigues conta matheus vaqueiro fita personagens auto boi grupo trajetória grupo sotaque orquestra começou meio trabalho universidade matheus freitas conta montou reality show alguns amigo mostrava realidade ante durante pós temporada junina desafio sucesso rendeu equipe conquistou nota máxima sobra ganhou paixão vida inteira engana pensa durante temporada junina brincantes dedicam todo tempo apresentações ensaios grupos bumba boi meio agenda cheia matheus freitas conta concilia rotina nina rodrigues vida pessoal além compromissos trabalho pessoais pedido dog1 maranhão jornalista brincante boi nina rodrigues registrou pouco rotina ensaios meio vídeosveja vídeo acima renúncia ensaios esforço diário fazem parte rotina layane souza dança índia boi nina rodrigues aog1 conta paralelo preparação física necessário manter boa relação alimentação seleção começa março partir daí muita gente começa preparar aguentar rotina apresentações vezes duas três apresentações noite preciso manter alimentação dia cuidar mente conseguir ter performance boa conta layane toda preparação brincantes marcada cuidado têm próprias indumentárias além rotina puxada integrantes ainda precisam trabalhar bordado detalhes roupas feitos mão temporada oficial boi nina rodrigues começou quintafeira 13 após batizado boi realizado luís partir disso brincantes aposentam indumentária antiga iniciam partir daí apresentações novos bordados coloridos fantasia brincantes boi nina rodrigues falam rotina preparação joão maranhão foto arquivo pessoal brincante boi nina rodrigues maranhão compartilhou rotina ensaios joão maranhão foto arquivo pessoal brincante boi nina rodrigues registra rotina ensaios joão ma layane souza índia boi nina rodrigues maranhão foto arquivo pessoal índia boi nina rodrigues participa ensaio temporada junina matheus freitas layane souza nova indumentária boi nina rodrigues foto arquivo pessoal sete temporadas fazendo parte nina rodrigues pra mim sempre honra entro contexto fazendo parte grupo conta trabalho faculdade onde fizemos revista reality show desafiou participar grupo bumba boi deu tudo certo convite gente ficasse fiquei hoje nina extensão vida conta jornalista muita gente pensa gente vida causa joão paralelo vida pessoal trabalho agência publicidade rotina puxada trabalho dia todo ainda comparecer eventos conta matheus realmente amor joão conseguir dar conta dessa dobradinha precisamos renunciar muitas coisas conseguir dar conta dia gente sai cedo trabalha arruma ir arraiais volta tarde aí outro dia ciclo repete semanas conta,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/14/com-nova-identidade-visual-cacuria-de-dona-tete-se-reinventa-e-passa-a-se-chamar-cacuria-balaio-de-rosas.ghtml,"Com nova identidade visual, Cacuriá de Dona Teté se reinventa e passa a se chamar Cacuriá Balaio de Rosas",Há 5 meses,São João no Maranhão,"As representantes da brincadeira informaram que o Balaio de Rosas manterá a dinâmica, as brincadeiras, as trocas, as músicas e a dança. O anúncio foi feito em uma coletiva de imprensa realizada nesta quinta-feira (13).",Por g1 MA— São Luís,14/06/2024 12h03,grupos culturais tradicionais maranhão cacuriá dona teté divulgou novo nome usado partir festejos juninos 2024cacuriá balaio rosaso anúncio feito coletiva imprensa realizada nessa quintafeira 13 clique aqui seguir novo canal g1 maranhão whatsapp cantora compositora rosa real coreógrafa luana real produtora cultural imira brito informaram balaio rosa manterá dinâmica brincadeiras trocas músicas dançamas nova identidade visual dando protagonismo personagens envolvidas dedicam cacuriá durante coletiva rosa real ressaltou legado gigantesco dona teté cultura maranhão disse mudança nome grupo parabalaio rosastem iniciativa exaltar ainda história cacuriá desenvolvido cantora compositora percussionista abrindo mão nome original valorizar influenciar todos grupos dão continuidade legado detentora título honorável dama cultura popular maranhense teté transmutou símbolo estado imortalizada canções toque caixa divertida paixão liberdade respeito toda história dedicação alçamos teté patamar símbolo todos cacuriás brasil teté maior cacuriá grandes símbolos precisam liberdade existirem intenção siga influenciando apenas todos grupos cacuriás cantores compositores inesquecível nome cacuriá dona teté entra história símbolo cultural estado maranhão porque todos cacuriás certa forma cacuriá dona teté afirma rosa real leia maisconheça principais danças fazem parte festança junina maranhão relação nome balaio rosa rosa real destacou escolha feita carinho cuidado tendo objetivo representar união alegria tradição marcas trabalho cacuriá além reforçar paixão compromisso cultura maranhense balaio rosa vistos símbolos diversidade luta arte força liderança mulheres cacuriá surgiu segunda metade século xx parte festividades divino espírito santo almerice silva santos dona teté começou participar festividades promovidas mestre alauriano campos almeida conhecido lauro durante ano 70 criou cacuriá dona teté 1986 apoio grupo artístico laborarte centro desão luís canções toque caixa muita alegria dona teté tornou símbolo cultura popular maranhense comandou cacuriá morrer 2011 87 ano nova identidade visual cacuriá dona teté reinventa passa chamar cacuriá balaio rosa foto divulgação cacuriá dona teté foto reproduçãonelson magela nome traz rosa símbolo além beleza diversidade cor grande número pétalas representam diversidade presente grupo gêneros corpos raças sexualidade rosa trazem espinhos servem símbolos luta sociedade balaio traz sentido apreço cultura popular significa arte feita tantas mãos discursou cantora,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/14/mari-fernandez-calcinha-preta-e.ghtml,"Mari Fernandez, Calcinha Preta e MC Daniel agitam segunda noite do Bumba Meu São João",Há 5 meses,São João no Maranhão,"A arena será montada no estacionamento do estádio, tem capacidade para 70 mil pessoas e os shows serão realizados entre os dias 13 a 21 de junho, com entrada gratuita.",Por g1 MA— São Luís,14/06/2024 10h47,acontece nesta sextafeira 14 segundo dia bumba joão arena área externa castelão emsão luís muita música animação curtir joão público poderá desfrutar nesta primeira noite show completos mari fernandez calcinha preta mc daniel clique aqui seguir novo canal g1 maranhão whatsapp arena montada estacionamento estádio capacidade 70 mil pessoas show realizados dia 13 21 junho entrada gratuita segundo governo estado camarotes único espaço comercializados iniciativa privada objetivo atrair turistas gerar emprego durante temporada junina maranhão programação espaço bumba joão 14 junho 15 junho 16 junho 19 junho 21 junho mari fernandez calcinha preta mc daniel agitam segunda noite bumba joão foto divulgação redes sociais mari fernandez calcinha preta mc daniel matheus fernandes mattheus kauan zé vaqueiro nattan dennis dj jonas esticado manin vaqueiro luan santana gustavo miotto felipe amorim toca vale henrique juliano avine vinny zé cantor,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/14/sao-joao-2024-programacao-do-arraial-do-ipem-comeca-nesta-sexta-feira-14.ghtml,São João 2024: Arraial do Ipem começa nesta sexta-feira (14),Há 5 meses,São João no Maranhão,"Atrações nos palcos principal e alternativo, Barracão do Forró, além de uma programação especial para o público infantil. São quatro espaços para programação junina e o arraial vai funcionar até o dia 14 de julho.",Por g1 MA— São Luís,14/06/2024 10h08,joão começou maranhão programações arraiais deram pontapé programação junina dezenas atrações cultura popular maranhense emsão luís nesta sextafeira 14 começa programação oficial arraial ipem callhau atrações palcos principal alternativo barracão forró além programação especial público infantil quatro espaços programação junina arraial vai funcionar dia 14 julho gastronomia outro ponto forte evento vila gastronômica instalada arraial verdadeiro convite visitantes deliciarem comidas típicas maranhenses pratos procurados arroz cuxá vatapá mingau milho doces regionais garantindo experiência culinária única inesquecível arraial ipem espaço onde cultura maranhense brilha toda diversidade riqueza capacidade atrair tanto moradores quanto turistas evento apenas engrandece joão maranhão fortalece identidade cultural região consolidandose maiores importantes arraiais brasil sextafeira 14 barracão forró gastronomia espaço veja programação primeiro dia festança arraial ipem começa dia 14 junho vai dia 14 julho foto divulgação 17h30 tambor crioula estrela luz 18h cacuriá balaio rosa 19h boi oriente 20h show tutuca viana 21h boi upaonaçu 22h show yara costa 23h boi axixá 0h boi maioba 19h forró jeito 21h trio mulundus 23h forró gela,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/13/bois-da-maioba-axixa-e-morros-marcam-o-primeiro-fim-de-semana-do-arraial-do-ipem.ghtml,"Bois da Maioba, Axixá e Morros marcam o primeiro fim de semana do Arraial do Ipem",Há 5 meses,São João no Maranhão,"Além das apresentações de bumba meu boi, o Arraial do Ipem oferece uma programação diversificada que inclui tambor de crioula, cacuriá, dança portuguesa e shows de artistas locais.",Por g1 MA— São Luís,13/06/2024 12h00,junho chegou folium joão emsão luís arraiais deram pontapé programação junina várias atrações cultura popular maranhense abertura oficial arraial ipem acontece nesta sextafeira 14 partir 17h avenida sambaquis bairro calhau clique aqui seguir novo canal g1 maranhão whatsapp neste primeiro fim semana grandes atrações ficam conta diversos grupos boi axixá boi maioba boi morros grupos tradicionais estado apenas encantam público apresentações vibrantes coloridas reforçam importância arraial promover dar protagonismo expressões culturais locais além apresentações bumba boi arraial ipem oferece programação diversificada inclui tambor crioula cacuriá dança portuguesa show artistas locais cada performance contribui celebração joão maranhão reconhecido maior autêntico mundo gastronomia outro ponto forte evento vila gastronômica instalada arraial verdadeiro convite visitantes deliciarem comidas típicas maranhenses pratos procurados arroz cuxá vatapá mingau milho doces regionais garantindo experiência culinária única inesquecível arraial ipem espaço onde cultura maranhense brilha toda diversidade riqueza capacidade atrair tanto moradores quanto turistas evento apenas engrandece joão maranhão fortalece identidade cultural região consolidandose maiores importantes arraiais brasil sextafeira 14 sábado 15 domingo 16 confira programação completa joão maranhão 2024 luís barreirinhas imperatriz josé ribamar timon arraial timon 12 14 julho cururupu gastronomia espaço veja programação primeiro dia festança arraial ipem começa dia 14 junho vai dia 14 julho foto divulgação 17h30 tambor crioula estrela luz 18h cacuriá balaio rosa 19h boi oriente 20h show tutuca viana 21h boi upaonaçu 22h show yara costa 23h boi axixá 0h boi maioba barracão forró 19h forró jeito 21h trio mulundus 23h forró gela 17h30 tambor crioula catarina mira 18h quadrilha fogueira viva 19h boi encanto olho dágua 20h show pp júnior 21h boi lendas magias 22h show emanuel jesus 23h boi sonhos 0h boi mestre leonardo barracão forró 19h forró cris campos 21h forró made in xote 23h forró rui 17h30 tambor crioula arte 18h dança portuguesa império lisboa 19h boi nina rodigues 20h banda eickson andrade 21h companhia barrica 22h show fernanda furtado 23h boi morros barracão forró 19h forró bom demais 21h forró xote arraial cohatrac 14 23 junho arraial liberdade 7 9 14 16 21 23 junho arraial ipem 14 junho 14 julho arraial cidade operária 15 30 junho arraial maiobão 8 9 junho arraial parque juçara 20 23 27 30 junho festejo pedro 20 29 junho arraial santo antônio 20 29 junho arraial joão deus 22 23 junho arraial vila palmeira 23 30 junho arraial joão paulo 24 29 junho arraial bairro fátima 26 30 junho festejo marçal 30 junho arraial praça mercês 17 31 julho joão thay 7 8 junho espaço bumba joão 13 16 junho 19 junho 21 junho arraial barreirinhas 26 30 junho arraial imperatriz 27 29 junho arraial josé ribamar 12 14 julho arraial cururupu 17 21 julho,positiva
,https://g1.globo.com/ma/maranhao/saojoao/noticia/2024/06/13/leonardo-xand-aviao-e-guilherme-dantas-fazem-show-de-abertura-do-bumba-meu-sao-joao.ghtml,"Leonardo, Xand Avião e Diego Facó fazem show de abertura do Bumba Meu São João",Há 5 meses,São João no Maranhão,"O espaço será idealizado na área externa do Estádio Governador João Castelo, o Castelão, em São Luís, entre os dias 13 a 21 de junho.",,13/06/2024 08h35,abertura bumba joão arena luís acontece nesta quintafeira 13 muita música animação curtir joão público poderá desfrutar nesta primeira noite show completos leonardo xand avião diego facó espaço idealizado área externa estádio governador joão castelo castelão luís dia 13 21 junho arena montada estacionamento estádio capacidade 70 mil pessoas show entrada gratuita segundo governo estado camarotes único espaço comercializados iniciativa privada objetivo atrair turistas gerar emprego durante temporada junina maranhão 13 junho 14 junho 15 junho 16 junho 19 junho 21 junho programação espaço bumba joão leonardo xand avião diego facó fazem show abertura bumba joão foto divulgaçãomontagem g1 leonardo xand avião diego facó mari fernandez calcinha preta mc daniel matheus fernandes mattheus kauan zé vaqueiro nattan dennis dj jonas esticado manin vaqueiro luan santana gustavo miotto felipe amorim toca vale henrique juliano avine vinny zé cantor,positiva
,https://g1.globo.com/ma/maranhao/sao-joao/noticia/2024/06/10/flor-de-mandacaru-vence-o-arraia-da-mira-e-vai-representar-o-maranhao-no-festival-de-quadrilhas-da-globo-nordeste.ghtml,Flor de Mandacaru vence o Arraiá da Mira e vai representar o MA no Festival de Quadrilhas da Globo Nordeste,Há 5 meses,São João no Maranhão,"Evento acontece no dia 22 de junho, em Recife, Pernambuco.",Por g1 MA— São Luís,10/06/2024 11h46,flor mandacaru campeã arraiá mira 2024 ai representar maranhão festival quadrilhas globo nordeste dia 22 junho recife pernambuco açailândia junina flor mandacaru encerrou apresentações concurso último domingo 9 conquistou quatro título 17960 pontos além participaram outras seis quadrilhas juninas durante quase 30 minutos apresentação brincantes destacaram agricultura denunciaram uso agrotóxicos plantações resistência pequenos produtores luta direito terra segundo lugar ficou junina matutos rei açailândia 17920 pontos mesma pontuação terceiro lugar junina arrasta pé deimperatriz quarto lugar ficou xodó junino imperatriz apresentou sextafeira 7 17850 pontos flor mandacaru arraiá mira imperatriz foto reprodução arraiá mira chega fim imperatriz clique inscreva canal g1 maranhão whatsapp,positiva
